"order_id","order_date","ship_date","ship_mode","customer_id","customer_name","segment","country","city","state","postal_code","region","product_id","category","sub_category","product_name","sales","quantity","discount","profit","profit_margin"
"US-2017-169551","2017-07-07","2017-07-09","First Class","RL-19615","Rob Lucas","Consumer","United States","Philadelphia","Pennsylvania","19120","East","TEC-PH-10001363","Technology","Phones","Apple iPhone 5S","683.988",2,"0.40","-113.9980","-0.1667"
"CA-2014-155796","2014-11-11","2014-11-15","Second Class","TS-21430","Tom Stivers","Corporate","United States","Reading","Pennsylvania","19601","East","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors","521.960",4,"0.50","-250.5408","-0.4800"
"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","Noel Staavos","Corporate","United States","Columbus","Ohio","43229","East","FUR-TA-10003008","Furniture","Tables","Lesro Round Back Collection Coffee Table  End Table","328.590",3,"0.40","-147.8655","-0.4500"
"CA-2014-124079","2014-12-13","2014-12-17","Standard Class","RF-19345","Randy Ferguson","Corporate","United States","Phoenix","Arizona","85023","West","OFF-BI-10002103","Office Supplies","Binders","Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl","5.214",2,"0.70","-4.1712","-0.8000"
"US-2017-146878","2017-09-21","2017-09-27","Standard Class","DL-12865","Dan Lawera","Consumer","United States","Miami","Florida","33142","South","OFF-BI-10002794","Office Supplies","Binders","Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets","12.294",1,"0.70","-8.6058","-0.7000"
"US-2015-155369","2015-04-19","2015-04-25","Standard Class","PG-18820","Patrick Gardner","Consumer","United States","Carrollton","Texas","75007","Central","OFF-AP-10002578","Office Supplies","Appliances","Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","19.568",2,"0.80","-52.8336","-2.7000"
"US-2015-155369","2015-04-19","2015-04-25","Standard Class","PG-18820","Patrick Gardner","Consumer","United States","Carrollton","Texas","75007","Central","OFF-BI-10003925","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine","310.392",4,"0.80","-512.1468","-1.6500"
"CA-2015-105571","2015-11-07","2015-11-11","Standard Class","CP-12340","Christine Phan","Corporate","United States","Miami","Florida","33142","South","OFF-BI-10003305","Office Supplies","Binders","Avery Hanging File Binders","16.146",9,"0.70","-12.9168","-0.8000"
"CA-2015-105571","2015-11-07","2015-11-11","Standard Class","CP-12340","Christine Phan","Corporate","United States","Miami","Florida","33142","South","OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System","1345.485",5,"0.70","-1031.5385","-0.7667"
"CA-2016-124016","2016-09-23","2016-09-26","Second Class","JS-15940","Joni Sundaresam","Home Office","United States","Lancaster","Ohio","43130","East","OFF-BI-10002071","Office Supplies","Binders","Fellowes Black Plastic Comb Bindings","12.201",7,"0.70","-9.7608","-0.8000"
"CA-2016-113551","2016-08-18","2016-08-20","First Class","NF-18385","Natalie Fritzler","Consumer","United States","Edinburg","Texas","78539","Central","OFF-BI-10001617","Office Supplies","Binders","GBC Wire Binding Combs","2.068",1,"0.80","-3.4122","-1.6500"
"US-2014-165589","2014-02-18","2014-02-18","Same Day","TB-21595","Troy Blackwell","Consumer","United States","Lubbock","Texas","79424","Central","FUR-FU-10002396","Furniture","Furnishings","DAX Copper Panel Document Frame  5 x 7 Size","25.160",5,"0.60","-11.3220","-0.4500"
"US-2016-132577","2016-11-22","2016-11-27","Standard Class","JE-15475","Jeremy Ellison","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10004040","Office Supplies","Binders","Wilson Jones Impact Binders","6.216",6,"0.80","-9.6348","-1.5500"
"US-2016-132577","2016-11-22","2016-11-27","Standard Class","JE-15475","Jeremy Ellison","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders","4.488",6,"0.80","-6.7320","-1.5000"
"US-2017-162068","2017-12-28","2017-12-31","Second Class","PC-18745","Pamela Coakley","Corporate","United States","Loveland","Colorado","80538","West","OFF-BI-10002813","Office Supplies","Binders","Avery Reinforcements for Hole-Punch Pages","1.188",2,"0.70","-0.9900","-0.8333"
"US-2017-132381","2017-08-22","2017-08-24","First Class","Dp-13240","Dean percer","Home Office","United States","Philadelphia","Pennsylvania","19143","East","FUR-TA-10002356","Furniture","Tables","Bevis Boat-Shaped Conference Table","314.532",2,"0.40","-83.8752","-0.2667"
"CA-2014-120852","2014-12-20","2014-12-25","Standard Class","WB-21850","William Brown","Consumer","United States","Grand Prairie","Texas","75051","Central","OFF-AP-10001563","Office Supplies","Appliances","Belkin Premiere Surge Master II 8-outlet surge protector","19.432",2,"0.80","-49.5516","-2.5500"
"CA-2016-150007","2016-09-11","2016-09-16","Standard Class","AS-10090","Adam Shillingsburg","Consumer","United States","Chicago","Illinois","60653","Central","OFF-BI-10004141","Office Supplies","Binders","Insertable Tab Indexes For Data Binders","1.908",3,"0.80","-3.2436","-1.7000"
"CA-2017-143378","2017-09-19","2017-09-25","Standard Class","JR-16210","Justin Ritter","Corporate","United States","Springfield","Oregon","97477","West","FUR-BO-10001972","Furniture","Bookcases","O'Sullivan 4-Shelf Bookcase in Odessa Pine","72.588",2,"0.70","-128.2388","-1.7667"
"CA-2015-105613","2015-10-18","2015-10-22","Standard Class","KN-16705","Kristina Nunn","Home Office","United States","Mcallen","Texas","78501","Central","OFF-AP-10000026","Office Supplies","Appliances","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","73.164",6,"0.80","-186.5682","-2.5500"
"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","OFF-BI-10001196","Office Supplies","Binders","Avery Flip-Chart Easel Binder  Black","33.570",5,"0.70","-25.7370","-0.7667"
"CA-2017-104927","2017-12-22","2017-12-26","Standard Class","AG-10330","Alex Grayson","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10003429","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips Extra Strips","6.330",5,"0.80","-9.8115","-1.5500"
"CA-2017-113453","2017-10-21","2017-10-28","Standard Class","CM-12160","Charles McCrossin","Consumer","United States","Philadelphia","Pennsylvania","19143","East","TEC-PH-10004165","Technology","Phones","Mitel MiVoice 5330e IP Phone","329.988",2,"0.40","-76.9972","-0.2333"
"CA-2016-133669","2016-10-21","2016-10-27","Standard Class","SV-20935","Susan Vittorini","Consumer","United States","Columbus","Ohio","43229","East","TEC-PH-10001305","Technology","Phones","Panasonic KX TS208W Corded phone","235.152",8,"0.40","-47.0304","-0.2000"
"CA-2015-133445","2015-10-05","2015-10-09","Standard Class","JF-15490","Jeremy Farry","Consumer","United States","Portland","Oregon","97206","West","FUR-BO-10003660","Furniture","Bookcases","Bush Cubix Collection Bookcases  Fully Assembled","66.294",1,"0.70","-103.8606","-1.5667"
"CA-2016-148208","2016-01-22","2016-01-27","Standard Class","BT-11530","Bradley Talbott","Home Office","United States","Cleveland","Ohio","44105","East","TEC-PH-10004093","Technology","Phones","Panasonic Kx-TS550","110.376",4,"0.40","-20.2356","-0.1833"
"CA-2014-134621","2014-12-21","2014-12-28","Standard Class","DP-13390","Dennis Pardue","Home Office","United States","Columbia","Tennessee","38401","South","OFF-BI-10000977","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs","18.240",2,"0.70","-14.5920","-0.8000"
"CA-2014-101147","2014-12-02","2014-12-04","First Class","MC-17575","Matt Collins","Consumer","United States","Chicago","Illinois","60623","Central","OFF-AP-10004249","Office Supplies","Appliances","Staple holder","2.394",1,"0.80","-6.3441","-2.6500"
"CA-2015-133977","2015-09-06","2015-09-08","Second Class","AT-10435","Alyssa Tate","Home Office","United States","Tamarac","Florida","33319","South","OFF-BI-10003166","Office Supplies","Binders","GBC Plasticlear Binding Covers","3.444",1,"0.70","-2.5256","-0.7333"
"CA-2016-132479","2016-09-24","2016-09-26","First Class","MK-17905","Michael Kennedy","Corporate","United States","Rockford","Illinois","61107","Central","OFF-BI-10004584","Office Supplies","Binders","GBC ProClick 150 Presentation Binding System","442.372",7,"0.80","-729.9138","-1.6500"
"CA-2016-125080","2016-10-21","2016-10-26","Standard Class","VW-21775","Victoria Wilson","Corporate","United States","Lakewood","Ohio","44107","East","FUR-TA-10003238","Furniture","Tables","Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables","661.176",2,"0.40","-231.4116","-0.3500"
"US-2014-161305","2014-06-06","2014-06-12","Standard Class","SB-20170","Sarah Bern","Consumer","United States","Chicago","Illinois","60623","Central","OFF-BI-10002794","Office Supplies","Binders","Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets","24.588",3,"0.80","-38.1114","-1.5500"
"CA-2017-161557","2017-09-03","2017-09-08","Standard Class","AG-10900","Arthur Gainer","Consumer","United States","Dallas","Texas","75217","Central","FUR-FU-10004622","Furniture","Furnishings","Eldon Advantage Foldable Chair Mats for Low Pile Carpets","108.400",5,"0.60","-105.6900","-0.9750"
"US-2015-161347","2015-09-13","2015-09-19","Standard Class","HG-14845","Harry Greene","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit  Gray/Clear  3/pkg","2.412",1,"0.70","-2.0100","-0.8333"
"CA-2016-103919","2016-10-03","2016-10-07","Standard Class","TP-21565","Tracy Poddar","Corporate","United States","Grand Prairie","Texas","75051","Central","FUR-FU-10001756","Furniture","Furnishings","Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","38.080",5,"0.60","-29.5120","-0.7750"
"CA-2016-127236","2016-03-29","2016-04-02","Standard Class","TB-21595","Troy Blackwell","Consumer","United States","Springfield","Ohio","45503","East","FUR-BO-10004015","Furniture","Bookcases","Bush Andora Bookcase  Maple/Graphite Gray Finish","299.975",5,"0.50","-167.9860","-0.5600"
"CA-2016-127236","2016-03-29","2016-04-02","Standard Class","TB-21595","Troy Blackwell","Consumer","United States","Springfield","Ohio","45503","East","TEC-PH-10000141","Technology","Phones","Clearsounds A400","158.376",4,"0.40","-36.9544","-0.2333"
"US-2017-104661","2017-01-15","2017-01-18","First Class","TB-21250","Tim Brockman","Consumer","United States","Austin","Texas","78745","Central","OFF-BI-10001597","Office Supplies","Binders","Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue","32.784",4,"0.80","-52.4544","-1.6000"
"US-2017-104661","2017-01-15","2017-01-18","First Class","TB-21250","Tim Brockman","Consumer","United States","Austin","Texas","78745","Central","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock","4.276",1,"0.80","-6.6278","-1.5500"
"CA-2017-142671","2017-11-10","2017-11-14","Second Class","DR-12940","Daniel Raglin","Home Office","United States","Hollywood","Florida","33021","South","OFF-BI-10004099","Office Supplies","Binders","GBC VeloBinder Strips","11.520",5,"0.70","-7.6800","-0.6667"
"CA-2016-111976","2016-03-08","2016-03-12","Standard Class","BD-11620","Brian DeCherney","Consumer","United States","Philadelphia","Pennsylvania","19120","East","TEC-PH-10002890","Technology","Phones","AT&T 17929 Lendline Telephone","108.576",4,"0.40","-25.3344","-0.2333"
"CA-2016-143714","2016-05-23","2016-05-27","Standard Class","CC-12370","Christopher Conant","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10004308","Office Supplies","Binders","Avery Legal 4-Ring Binder","6.294",1,"0.70","-4.1960","-0.6667"
"CA-2016-143714","2016-05-23","2016-05-27","Standard Class","CC-12370","Christopher Conant","Consumer","United States","Philadelphia","Pennsylvania","19120","East","TEC-PH-10004080","Technology","Phones","Avaya 5410 Digital phone","122.382",3,"0.40","-24.4764","-0.2000"
"CA-2014-165764","2014-11-03","2014-11-07","Standard Class","SH-20395","Shahid Hopkins","Consumer","United States","Jacksonville","North Carolina","28540","South","FUR-TA-10001768","Furniture","Tables","Hon Racetrack Conference Tables","945.036",6,"0.40","-299.2614","-0.3167"
"CA-2014-165764","2014-11-03","2014-11-07","Standard Class","SH-20395","Shahid Hopkins","Consumer","United States","Jacksonville","North Carolina","28540","South","OFF-BI-10002982","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos","14.301",7,"0.70","-10.4874","-0.7333"
"US-2017-119816","2017-03-04","2017-03-06","Second Class","TT-21460","Tonja Turnell","Home Office","United States","Houston","Texas","77095","Central","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","103.500",5,"0.60","-77.6250","-0.7500"
"CA-2014-149524","2014-01-14","2014-01-15","First Class","BS-11590","Brendan Sweed","Corporate","United States","Philadelphia","Pennsylvania","19140","East","FUR-BO-10003433","Furniture","Bookcases","Sauder Cornerstone Collection Library","61.960",4,"0.50","-53.2856","-0.8600"
"CA-2017-140872","2017-06-03","2017-06-10","Standard Class","NR-18550","Nick Radford","Consumer","United States","Pembroke Pines","Florida","33024","South","OFF-BI-10002432","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders","4.554",3,"0.70","-3.4914","-0.7667"
"CA-2017-113908","2017-06-03","2017-06-09","Standard Class","KN-16390","Katherine Nockton","Corporate","United States","New York City","New York","10011","East","FUR-TA-10001932","Furniture","Tables","Chromcraft 48 x 96 Racetrack Double Pedestal Table","384.768",2,"0.40","-115.4304","-0.3000"
"CA-2015-120621","2015-03-21","2015-03-26","Standard Class","JW-16075","Julia West","Consumer","United States","Jacksonville","North Carolina","28540","South","OFF-BI-10000948","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers  Desert Sand","12.843",3,"0.70","-9.8463","-0.7667"
"CA-2014-129147","2014-11-02","2014-11-06","Standard Class","LC-17050","Liz Carlisle","Consumer","United States","Medina","Ohio","44256","East","TEC-PH-10001299","Technology","Phones","Polycom CX300 Desktop Phone USB VoIP phone","539.964",6,"0.40","-107.9928","-0.2000"
"CA-2014-129147","2014-11-02","2014-11-06","Standard Class","LC-17050","Liz Carlisle","Consumer","United States","Medina","Ohio","44256","East","TEC-PH-10001552","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","50.232",7,"0.40","-10.0464","-0.2000"
"CA-2014-129147","2014-11-02","2014-11-06","Standard Class","LC-17050","Liz Carlisle","Consumer","United States","Medina","Ohio","44256","East","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock","19.242",3,"0.70","-13.4694","-0.7000"
"CA-2016-129308","2016-07-07","2016-07-13","Standard Class","CC-12100","Chad Cunningham","Home Office","United States","Philadelphia","Pennsylvania","19120","East","TEC-PH-10002310","Technology","Phones","Panasonic KX T7731-B Digital phone","59.994",1,"0.40","-12.9987","-0.2167"
"CA-2016-129308","2016-07-07","2016-07-13","Standard Class","CC-12100","Chad Cunningham","Home Office","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red","5.715",5,"0.70","-4.7625","-0.8333"
"CA-2016-129308","2016-07-07","2016-07-13","Standard Class","CC-12100","Chad Cunningham","Home Office","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10001308","Office Supplies","Binders","GBC Standard Plastic Binding Systems' Combs","9.420",5,"0.70","-7.8500","-0.8333"
"CA-2014-103744","2014-02-23","2014-02-27","Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas","79907","Central","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs","4.428",3,"0.80","-6.8634","-1.5500"
"CA-2014-169684","2014-10-20","2014-10-23","First Class","FH-14365","Fred Hopkins","Corporate","United States","Knoxville","Tennessee","37918","South","FUR-TA-10003008","Furniture","Tables","Lesro Round Back Collection Coffee Table  End Table","328.590",3,"0.40","-147.8655","-0.4500"
"US-2017-154872","2017-05-14","2017-05-18","Standard Class","DP-13000","Darren Powers","Consumer","United States","Cleveland","Ohio","44105","East","OFF-BI-10003007","Office Supplies","Binders","Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11","58.170",5,"0.70","-46.5360","-0.8000"
"CA-2014-137092","2014-10-20","2014-10-22","Second Class","LS-16975","Lindsay Shagiari","Home Office","United States","Chicago","Illinois","60653","Central","OFF-BI-10000632","Office Supplies","Binders","Satellite Sectional Post Binders","8.682",1,"0.80","-14.7594","-1.7000"
"CA-2017-144680","2017-03-31","2017-04-02","First Class","SC-20260","Scott Cohen","Corporate","United States","Arlington","Texas","76017","Central","OFF-AP-10003040","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","33.620",5,"0.80","-90.7740","-2.7000"
"CA-2017-131282","2017-02-05","2017-02-08","Second Class","CB-12025","Cassandra Brandow","Consumer","United States","Waco","Texas","76706","Central","OFF-BI-10004632","Office Supplies","Binders","Ibico Hi-Tech Manual Binding System","243.992",4,"0.80","-426.9860","-1.7500"
"CA-2017-157112","2017-04-23","2017-04-26","First Class","GG-14650","Greg Guthrie","Corporate","United States","Columbus","Ohio","43229","East","OFF-BI-10000285","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binders by Cardinal","11.760",5,"0.70","-7.8400","-0.6667"
"CA-2014-169257","2014-06-06","2014-06-12","Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Jacksonville","Florida","32216","South","OFF-BI-10002557","Office Supplies","Binders","Presstex Flexible Ring Binders","1.365",1,"0.70","-0.9100","-0.6667"
"CA-2015-125696","2015-10-02","2015-10-06","Standard Class","NP-18685","Nora Pelletier","Home Office","United States","Wilson","North Carolina","27893","South","OFF-BI-10001757","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets","7.380",5,"0.70","-5.4120","-0.7333"
"CA-2017-144498","2017-05-06","2017-05-06","Same Day","MB-18085","Mick Brown","Consumer","United States","Charlotte","North Carolina","28205","South","OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders","68.541",11,"0.70","-52.5481","-0.7667"
"CA-2014-108609","2014-10-31","2014-11-02","Second Class","AJ-10780","Anthony Jacobs","Corporate","United States","Lorain","Ohio","44052","East","FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables","1421.664",8,"0.40","-734.5264","-0.5167"
"US-2016-127334","2016-12-15","2016-12-21","Standard Class","MP-18175","Mike Pelletier","Home Office","United States","Springfield","Oregon","97477","West","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","564.195",3,"0.50","-304.6653","-0.5400"
"US-2017-124779","2017-09-08","2017-09-11","First Class","BF-11020","Barry Französisch","Corporate","United States","Arlington","Texas","76017","Central","OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder  Black","42.616",7,"0.80","-68.1856","-1.6000"
"US-2017-124779","2017-09-08","2017-09-11","First Class","BF-11020","Barry Französisch","Corporate","United States","Arlington","Texas","76017","Central","FUR-FU-10001095","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame","21.184",2,"0.60","-11.6512","-0.5500"
"CA-2017-135937","2017-02-20","2017-02-27","Standard Class","KM-16375","Katherine Murray","Home Office","United States","Gilbert","Arizona","85234","West","FUR-TA-10001039","Furniture","Tables","KI Adjustable-Height Table","386.910",9,"0.50","-185.7168","-0.4800"
"US-2015-129637","2015-12-17","2015-12-22","Standard Class","MC-18100","Mick Crebagga","Consumer","United States","Bloomington","Illinois","61701","Central","FUR-FU-10000965","Furniture","Furnishings","Howard Miller 11-1/2 Diameter Ridgewood Wall Clock","41.552",2,"0.60","-19.7372","-0.4750"
"CA-2015-153535","2015-05-20","2015-05-24","Standard Class","SG-20470","Sheri Gordon","Consumer","United States","Wilson","North Carolina","27893","South","OFF-BI-10001031","Office Supplies","Binders","Pressboard Data Binders by Wilson Jones","6.408",4,"0.70","-4.9128","-0.7667"
"CA-2017-107629","2017-12-14","2017-12-14","Same Day","DB-13060","Dave Brooks","Consumer","United States","Skokie","Illinois","60076","Central","FUR-FU-10002298","Furniture","Furnishings","Rubbermaid ClusterMat Chairmats  Mat Size- 66 x 60  Lip 20 x 11 -90 Degree Angle","266.352",6,"0.60","-292.9872","-1.1000"
"CA-2017-107629","2017-12-14","2017-12-14","Same Day","DB-13060","Dave Brooks","Consumer","United States","Skokie","Illinois","60076","Central","FUR-FU-10004091","Furniture","Furnishings","Howard Miller 13 Diameter Goldtone Round Wall Clock","56.328",3,"0.60","-26.7558","-0.4750"
"CA-2015-156734","2015-06-18","2015-06-20","First Class","BV-11245","Benjamin Venier","Corporate","United States","Smyrna","Tennessee","37167","South","OFF-BI-10002982","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos","6.129",3,"0.70","-4.4946","-0.7333"
"CA-2017-100615","2017-04-20","2017-04-24","Standard Class","SJ-20215","Sarah Jordon","Consumer","United States","Chicago","Illinois","60653","Central","FUR-FU-10002456","Furniture","Furnishings","Master Caster Door Stop  Large Neon Orange","14.560",5,"0.60","-6.1880","-0.4250"
"CA-2017-139402","2017-12-09","2017-12-13","Standard Class","NC-18535","Nick Crebassa","Corporate","United States","Phoenix","Arizona","85023","West","OFF-BI-10000279","Office Supplies","Binders","Acco Recycled 2 Capacity Laser Printer Hanging Data Binders","13.005",3,"0.70","-9.9705","-0.7667"
"CA-2017-121293","2017-07-25","2017-07-28","Second Class","JC-15775","John Castell","Consumer","United States","Philadelphia","Pennsylvania","19143","East","FUR-TA-10001771","Furniture","Tables","Bush Cubix Conference Tables  Fully Assembled","138.588",1,"0.40","-34.6470","-0.2500"
"CA-2015-145394","2015-11-16","2015-11-20","Standard Class","MC-17605","Matt Connell","Corporate","United States","Chicago","Illinois","60610","Central","FUR-FU-10001215","Furniture","Furnishings","Howard Miller 11-1/2 Diameter Brentwood Wall Clock","34.504",2,"0.60","-15.5268","-0.4500"
"CA-2015-168809","2015-08-25","2015-08-25","Same Day","MC-18100","Mick Crebagga","Consumer","United States","Houston","Texas","77041","Central","FUR-FU-10001473","Furniture","Furnishings","Eldon Executive Woodline II Desk Accessories  Mahogany","20.104",2,"0.60","-16.5858","-0.8250"
"CA-2015-168809","2015-08-25","2015-08-25","Same Day","MC-18100","Mick Crebagga","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back","3.798",1,"0.80","-6.0768","-1.6000"
"CA-2015-168809","2015-08-25","2015-08-25","Same Day","MC-18100","Mick Crebagga","Consumer","United States","Houston","Texas","77041","Central","FUR-FU-10002240","Furniture","Furnishings","Nu-Dell EZ-Mount Plastic Wall Frames","7.880",5,"0.60","-3.9400","-0.5000"
"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","Laurel Workman","Corporate","United States","Phoenix","Arizona","85023","West","FUR-TA-10002607","Furniture","Tables","KI Conference Tables","35.445",1,"0.50","-24.1026","-0.6800"
"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","Laurel Workman","Corporate","United States","Phoenix","Arizona","85023","West","TEC-MA-10003356","Technology","Machines","Panasonic KX MC6040 Color Laser Multifunction Printer","269.970",2,"0.70","-386.9570","-1.4333"
"CA-2015-128125","2015-03-31","2015-04-05","Standard Class","EB-13705","Ed Braxton","Corporate","United States","Houston","Texas","77095","Central","FUR-FU-10001085","Furniture","Furnishings","3M Polarizing Light Filter Sleeves","22.380",3,"0.60","-7.8330","-0.3500"
"CA-2017-156237","2017-09-14","2017-09-15","First Class","PS-18760","Pamela Stobb","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","3.882",2,"0.70","-2.5880","-0.6667"
"CA-2017-156237","2017-09-14","2017-09-15","First Class","PS-18760","Pamela Stobb","Consumer","United States","Philadelphia","Pennsylvania","19140","East","TEC-MA-10002930","Technology","Machines","Ricoh - Ink Collector Unit for GX3000 Series Printers","12.585",1,"0.70","-18.0385","-1.4333"
"CA-2017-156237","2017-09-14","2017-09-15","First Class","PS-18760","Pamela Stobb","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts","18.312",4,"0.70","-12.2080","-0.6667"
"CA-2017-156237","2017-09-14","2017-09-15","First Class","PS-18760","Pamela Stobb","Consumer","United States","Philadelphia","Pennsylvania","19140","East","TEC-MA-10001681","Technology","Machines","Lexmark MarkNet N8150 Wireless Print Server","241.170",2,"0.70","-168.8190","-0.7000"
"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","Lori Olson","Corporate","United States","Peoria","Illinois","61604","Central","OFF-BI-10003784","Office Supplies","Binders","Computer Printout Index Tabs","1.680",5,"0.80","-2.6880","-1.6000"
"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","Lori Olson","Corporate","United States","Peoria","Illinois","61604","Central","FUR-FU-10004586","Furniture","Furnishings","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","7.968",3,"0.60","-2.3904","-0.3000"
"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","Lori Olson","Corporate","United States","Peoria","Illinois","61604","Central","FUR-FU-10001935","Furniture","Furnishings","3M Hangers With Command Adhesive","2.960",2,"0.60","-1.4060","-0.4750"
"CA-2015-166338","2015-12-06","2015-12-07","First Class","MP-18175","Mike Pelletier","Home Office","United States","Troy","Ohio","45373","East","OFF-BI-10002852","Office Supplies","Binders","Ibico Standard Transparent Covers","14.832",3,"0.70","-10.3824","-0.7000"
"CA-2014-124394","2014-10-17","2014-10-22","Second Class","TB-21520","Tracy Blumstein","Consumer","United States","Beaumont","Texas","77705","Central","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers  Clear Plastic Sheets","10.780",5,"0.80","-17.2480","-1.6000"
"US-2015-123918","2015-10-15","2015-10-15","Same Day","CG-12520","Claire Gute","Consumer","United States","Dallas","Texas","75217","Central","FUR-FU-10004952","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back  8-1/2x11  25/Bx","131.376",6,"0.60","-95.2476","-0.7250"
"CA-2017-123036","2017-09-10","2017-09-17","Standard Class","HA-14905","Helen Abelman","Consumer","United States","Springfield","Ohio","45503","East","TEC-PH-10003580","Technology","Phones","Cisco IP Phone 7961G-GE VoIP phone","259.896",2,"0.40","-56.3108","-0.2167"
"CA-2017-122028","2017-08-18","2017-08-25","Standard Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Lakewood","Ohio","44107","East","OFF-BI-10004817","Office Supplies","Binders","GBC Personal VeloBind Strips","10.782",3,"0.70","-7.9068","-0.7333"
"US-2015-165512","2015-05-24","2015-05-26","Second Class","VS-21820","Vivek Sundaresam","Consumer","United States","Naperville","Illinois","60540","Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings","7.656",6,"0.80","-13.0152","-1.7000"
"CA-2017-111220","2017-09-02","2017-09-08","Standard Class","JS-15595","Jill Stevenson","Corporate","United States","Chicago","Illinois","60653","Central","OFF-AP-10003278","Office Supplies","Appliances","Belkin 7-Outlet SurgeMaster Home Series","5.588",2,"0.80","-15.0876","-2.7000"
"CA-2014-126277","2014-09-13","2014-09-18","Second Class","LH-16900","Lena Hernandez","Consumer","United States","Columbus","Ohio","43229","East","OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder","2.502",3,"0.70","-2.0016","-0.8000"
"CA-2014-142510","2014-12-22","2014-12-29","Standard Class","NP-18700","Nora Preis","Consumer","United States","Chicago","Illinois","60623","Central","OFF-BI-10002824","Office Supplies","Binders","Recycled Easel Ring Binders","17.904",6,"0.80","-31.3320","-1.7500"
